1;41;05;04;52;30;33
2;09;39;37;49;43;41
3;36;30;10;11;29;47
4;06;59;42;27;01;05
5;01;19;46;06;16;02
6;19;40;07;13;22;47
7;56;38;21;20;03;05
8;53;17;38;04;47;37
9;55;43;56;54;08;60
10;25;04;18;57;21;38
11;25;15;58;37;59;38
12;20;27;43;16;19;04
13;47;32;50;54;18;56
14;16;02;27;47;23;53
15;60;12;33;52;35;51
16;60;58;49;32;20;34
17;10;20;06;19;51;13
18;37;36;56;27;42;23
19;05;25;12;10;60;24
20;25;28;30;33;51;11
21;49;46;06;53;33;36
22;09;38;56;01;31;46
23;17;52;51;59;39;37
24;01;08;14;28;33;43
25;56;50;55;54;24;43
26;50;53;57;10;58;22
27;44;33;13;51;17;20
28;60;06;22;03;24;54
29;14;56;58;08;43;03
30;38;50;07;29;15;14
31;56;19;28;48;17;45
32;43;33;14;36;05;44
33;05;33;49;17;42;39
34;15;13;57;53;40;17
35;21;57;16;23;54;04
36;13;03;51;17;29;25
37;22;06;07;52;38;60
38;55;42;10;43;45;54
39;16;37;45;52;56;12
40;03;12;46;05;47;08
41;38;26;35;39;12;47
42;24;36;19;33;07;11
43;02;58;25;06;26;17
44;47;38;18;14;29;44
45;30;07;37;55;44;53
46;32;46;01;60;24;23
47;35;17;03;48;25;56
48;47;05;34;28;02;50
49;33;07;43;35;13;55
50;57;44;21;16;58;06
51;23;24;42;25;17;47
52;58;15;59;30;38;46
53;42;13;03;46;38;16
54;05;21;09;56;18;36
55;29;02;14;38;23;52
56;51;35;59;07;20;02
57;27;17;16;34;07;59
58;30;49;27;37;12;44
59;28;13;34;02;08;54
60;38;14;21;15;03;20
61;59;08;18;29;42;44
62;52;13;06;24;08;31
63;26;09;41;49;25;40
64;08;54;50;60;23;12
65;20;01;05;32;25;34
66;15;26;12;33;48;13
67;47;14;27;52;17;12
68;53;13;03;01;12;59
69;56;58;34;53;25;45
70;40;17;23;43;27;58
71;53;16;45;43;33;27
72;19;48;43;01;34;44
73;57;25;45;28;51;26
74;02;24;34;50;38;37
75;36;49;37;35;24;21
76;33;18;23;08;17;53
77;29;54;40;57;49;21
78;22;32;46;12;25;31
79;43;25;02;13;31;17
80;51;40;37;23;48;28
81;47;41;10;60;54;23
82;51;36;53;29;18;15
83;24;16;04;42;57;15
84;10;34;04;06;25;40
85;47;15;30;37;45;06
86;54;21;06;34;36;22
87;40;04;28;32;11;05
88;45;37;29;04;43;18
89;59;42;34;13;44;55
90;21;26;40;54;09;52
91;60;04;10;35;39;02
92;05;23;51;03;01;24
93;22;53;31;28;02;36
94;28;51;55;18;52;08
95;46;60;06;40;50;45
96;04;42;58;26;07;40
97;56;53;11;14;05;35
98;43;33;14;31;35;13
99;30;33;24;11;46;60
100;46;48;30;14;29;51
101;39;01;37;31;29;18
102;44;42;37;56;19;20
103;09;01;57;07;54;49
104;13;01;38;21;52;04
105;03;13;31;43;46;49
106;24;16;38;05;39;35
107;02;24;52;04;16;51
108;60;29;34;24;21;59
109;54;13;44;49;48;01
110;57;58;18;31;43;52
111;52;32;04;33;25;22
112;37;43;34;20;12;42
113;34;54;26;28;55;07
114;47;54;18;06;12;37
115;06;14;24;20;04;38
116;36;42;32;05;13;51
117;53;42;27;20;33;25
118;22;57;37;09;25;56
119;47;21;01;50;36;38
120;46;45;16;40;27;03
121;53;41;44;02;29;55
122;20;43;39;11;53;17
123;13;42;16;32;14;26
124;52;05;34;57;15;41
125;56;47;25;59;53;41
126;32;28;06;10;11;40
127;59;21;51;54;29;50
128;23;43;03;21;09;18
129;46;54;10;09;01;32
130;13;42;38;49;53;29
131;30;09;17;27;04;44
132;44;35;50;41;09;07
133;19;57;06;39;34;05
134;60;32;25;36;52;04
135;35;40;21;59;53;22
136;17;25;45;38;01;59
137;26;15;16;22;19;49
138;41;14;37;05;40;27
139;26;27;13;42;41;03
140;55;31;46;44;41;07
141;10;22;42;13;41;58
142;20;59;19;54;15;08
143;40;18;06;20;50;53
144;08;32;44;36;45;55
145;43;15;41;51;16;31
146;51;34;25;60;42;32
147;24;06;38;23;28;16
148;32;55;59;41;58;35
149;11;45;48;07;28;20
150;50;44;12;55;52;54
151;03;43;16;56;52;20
152;12;05;15;51;58;29
153;47;02;31;42;45;30
154;08;10;24;33;45;48
155;12;32;44;43;35;30
156;52;23;42;17;55;49
157;17;13;04;44;41;21
158;58;43;51;14;17;04
159;16;09;50;58;11;35
160;13;42;52;58;02;54
161;25;37;30;39;06;41
162;23;33;51;38;48;21
163;41;56;27;36;53;08
164;04;19;14;10;44;28
165;39;56;19;23;10;35
166;60;57;59;13;12;22
167;01;38;48;28;11;33
168;45;02;35;09;50;31
169;52;51;37;13;21;01
170;07;51;55;41;58;46
171;54;27;04;43;40;46
172;49;36;14;26;35;10
173;29;28;49;17;42;50
174;11;52;22;23;36;59
175;10;20;13;01;42;50
176;28;04;01;45;53;03
177;35;22;39;41;59;38
178;05;27;19;26;15;33
179;06;53;05;26;27;23
180;39;06;29;60;51;23
181;33;01;55;35;51;27
182;46;60;05;10;28;03
183;16;11;07;40;44;02
184;09;60;21;16;41;34
185;59;17;22;46;43;55
186;24;26;51;25;14;23
187;06;44;58;41;36;48
188;34;42;43;46;27;17
189;41;53;38;04;31;15
190;32;40;42;21;10;05
191;58;05;41;03;01;23
192;01;60;26;41;28;54
193;12;04;11;49;43;19
194;32;42;43;25;28;33
195;17;03;44;37;09;32
196;32;17;09;14;24;07
197;19;52;29;15;12;05
198;40;23;01;18;35;08
199;52;37;57;16;10;50
200;12;15;44;34;51;19
201;55;22;05;30;35;20
202;49;53;44;12;24;45
203;11;55;44;19;29;47
204;31;41;51;39;58;29
205;26;32;54;43;46;40
206;20;26;56;18;34;51
207;19;07;03;55;24;53
208;23;15;57;24;47;25
209;13;52;32;41;21;26
210;37;58;20;38;48;32
211;10;20;40;45;50;33
212;29;57;15;45;59;06
213;03;30;09;35;23;32
214;30;12;06;50;35;31
215;07;58;28;53;37;46
216;35;42;59;18;30;14
217;27;32;03;51;49;45
218;54;40;42;17;47;12
219;26;23;49;28;42;36
220;36;53;55;13;60;14
221;54;13;58;43;50;27
222;05;48;30;55;52;19
223;28;24;22;02;58;06
224;20;16;18;07;44;21
225;21;16;04;37;02;58
226;02;50;59;38;49;01
227;37;26;27;42;11;48
228;16;40;45;59;43;13
229;39;45;11;21;33;13
230;56;44;41;40;08;53
231;16;59;27;42;44;36
232;29;19;41;22;37;59
233;45;03;24;36;07;32
234;15;45;54;25;42;41
235;29;41;55;02;31;22
236;10;52;50;57;25;60
237;36;07;45;31;56;57
238;15;09;41;13;37;42
239;33;21;44;46;47;06
240;59;28;25;41;57;38
241;11;57;40;35;56;31
242;22;07;04;21;28;56
243;20;47;23;32;16;11
244;19;60;50;24;47;33
245;44;51;27;53;08;60
246;02;57;32;43;16;37
247;34;03;30;10;23;46
248;56;16;34;41;35;32
249;21;55;54;40;36;49
250;55;25;41;42;43;07
251;34;15;23;55;49;30
252;17;54;04;51;32;26
253;12;11;56;44;24;37
254;04;30;56;21;22;01
255;32;44;55;19;20;16
256;21;52;34;26;02;32
257;28;05;01;34;04;19
258;12;60;54;07;55;50
259;20;43;33;13;15;58
260;43;04;60;59;06;33
261;05;54;20;56;30;16
262;53;60;48;20;58;11
263;08;50;26;09;53;43
264;05;25;31;13;01;33
265;07;50;53;16;41;34
266;38;54;48;23;02;46
267;58;01;45;55;08;46
268;21;10;47;06;05;33
269;19;18;52;25;17;49
270;45;27;35;40;05;09
271;14;31;54;29;26;24
272;36;58;09;10;56;24
273;47;52;10;27;23;17
274;11;39;47;18;13;26
275;16;30;19;38;48;37
276;53;59;39;45;22;57
277;40;26;38;04;56;52
278;22;10;18;55;15;31
279;31;59;04;58;23;47
280;05;16;30;25;58;20
281;11;05;47;31;53;38
282;33;24;36;09;14;23
283;48;34;28;54;25;42
284;08;36;14;32;30;07
285;50;56;41;12;32;37
286;44;37;56;29;47;35
287;60;47;03;33;25;13
288;50;09;18;11;06;17
289;36;06;30;20;07;25
290;57;30;07;25;40;26
291;22;16;05;41;18;17
292;24;34;53;45;23;13
293;06;12;35;05;28;07
294;28;45;41;22;57;25
295;24;44;07;31;12;50
296;20;51;42;03;52;46
297;20;28;41;01;33;36
298;22;34;24;23;05;60
299;07;05;02;53;33;49
300;27;57;41;38;28;24
301;58;26;49;57;48;09
302;25;40;12;60;30;41
303;07;13;30;37;47;17
304;42;07;11;34;59;41
305;11;05;27;60;38;53
306;30;19;57;41;56;47
307;26;17;13;41;16;44
308;55;25;04;11;29;39
309;39;50;25;55;11;04
310;28;14;29;02;31;32
311;32;22;24;41;30;38
312;14;30;50;41;47;23
313;14;38;53;24;16;37
314;05;32;40;58;37;34
315;50;21;43;12;28;22
316;28;51;56;06;24;43
317;27;20;48;16;30;35
318;19;53;40;03;31;20
319;12;16;23;17;19;48
320;20;53;47;50;22;27
321;11;31;32;48;49;04
322;18;11;29;44;47;56
323;31;49;54;33;26;40
324;22;08;30;15;47;25
325;04;23;03;01;21;53
326;52;23;40;51;44;21
327;46;38;29;33;32;48
328;51;05;23;07;14;21
329;24;11;40;12;35;10
330;02;04;23;37;14;51
331;27;01;35;20;37;13
332;28;23;42;29;44;34
333;35;27;53;44;52;04
334;41;26;51;14;24;23
335;43;33;57;23;59;07
336;02;18;54;22;30;26
337;31;52;14;54;16;04
338;48;46;09;01;36;04
339;13;16;12;05;27;50
340;10;60;42;09;33;12
341;56;23;22;43;16;05
342;29;49;54;51;16;34
343;04;06;07;24;12;41
344;33;36;12;35;10;14
345;56;11;58;46;51;22
346;56;07;46;60;41;12
347;26;10;52;01;12;48
348;39;40;33;52;19;30
349;09;38;32;08;54;28
350;23;30;43;10;15;57
351;15;16;59;60;24;41
352;49;07;47;25;20;44
353;60;46;30;55;23;19
354;40;52;38;16;07;41
355;02;37;22;60;14;23
356;54;19;05;58;56;21
357;45;53;32;02;30;35
358;40;42;32;12;21;17
359;31;54;20;29;13;19
360;47;24;29;55;53;23
361;41;28;45;31;16;59
362;37;20;33;46;07;56
363;39;54;29;49;47;19
364;59;44;29;05;51;57
365;52;19;34;37;58;23
366;06;04;51;07;21;15
367;52;49;27;33;12;10
368;13;50;38;32;44;29
369;21;42;01;60;35;14
370;51;42;04;54;01;40
371;23;33;39;04;60;18
372;24;17;46;57;16;39
373;31;33;24;10;05;01
374;54;02;26;05;44;16
375;51;09;42;05;58;01
376;25;13;10;43;35;48
377;46;19;03;45;12;27
378;55;45;48;41;05;38
379;41;55;24;59;33;40
380;47;22;13;30;31;57
381;09;56;46;28;10;55
382;54;38;53;31;37;34
383;48;22;53;56;50;14
384;28;50;47;24;40;52
385;22;12;24;18;05;16
386;39;54;43;36;17;35
387;29;28;48;47;43;22
388;52;48;53;58;23;36
389;46;14;54;18;43;05
390;07;22;34;12;38;53
391;07;15;35;16;40;04
392;49;47;39;31;15;23
393;12;50;36;06;35;40
394;15;49;42;05;45;35
395;11;58;31;14;10;20
396;47;18;06;45;34;42
397;32;24;02;05;01;46
398;28;07;16;37;36;22
399;59;55;16;27;47;11
400;29;59;13;10;54;28
401;50;18;44;53;11;43
402;27;43;58;05;16;56
403;46;31;07;16;60;27
404;24;38;58;01;40;28
405;57;60;34;24;29;47
406;47;32;48;12;38;02
407;49;02;18;51;22;57
408;49;44;33;28;56;14
409;26;49;25;18;31;34
410;31;55;36;24;08;38
411;10;56;12;31;45;38
412;45;05;14;21;59;12
413;35;53;29;33;02;04
414;35;26;58;52;45;16
415;38;44;04;01;27;42
416;13;01;23;56;54;33
417;25;07;12;21;42;34
418;45;08;32;49;15;52
419;41;42;52;53;16;09
420;43;12;59;30;57;29
421;38;45;35;37;05;51
422;60;12;56;37;55;43
423;08;22;33;40;32;53
424;29;36;27;18;59;46
425;06;16;10;34;47;42
426;07;32;54;50;30;37
427;51;13;43;24;03;14
428;60;08;32;28;46;30
429;55;32;17;36;26;43
430;50;21;10;25;38;08
431;58;26;40;37;47;52
432;50;17;13;27;04;39
433;36;17;28;16;54;30
434;24;17;04;54;30;10
435;37;11;17;31;43;10
436;01;06;57;29;48;07
437;54;10;59;44;30;07
438;38;48;14;03;11;05
439;42;13;20;29;43;57
440;46;23;30;47;05;03
441;02;15;58;10;59;21
442;15;31;23;06;59;37
443;11;36;17;26;52;48
444;48;52;57;24;03;33
445;31;50;07;53;32;20
446;11;20;08;47;12;17
447;24;55;15;33;25;42
448;05;03;52;45;09;51
449;34;56;24;01;49;08
450;59;51;13;01;09;50
451;23;18;31;17;53;28
452;54;11;51;16;36;30
453;58;52;08;34;20;23
454;04;17;42;56;46;24
455;50;15;17;02;14;59
456;17;40;22;27;33;03
457;48;15;24;27;17;32
458;43;53;13;32;34;24
459;43;17;08;15;49;39
460;19;55;30;23;37;49
461;30;17;20;29;15;60
462;27;48;17;19;26;22
463;07;18;02;45;03;53
464;06;33;45;38;24;50
465;46;31;01;57;22;51
466;28;16;45;29;30;11
467;38;21;08;22;18;60
468;23;06;25;39;51;05
469;29;47;42;21;13;26
470;51;58;23;11;08;37
471;51;59;31;05;36;32
472;12;03;38;29;51;04
473;51;07;58;49;23;41
474;34;03;12;50;32;40
475;19;06;43;52;08;22
476;38;43;20;55;17;58
477;47;34;08;06;18;38
478;30;08;31;03;21;25
479;20;54;58;26;41;46
480;36;38;33;14;49;41
481;42;06;24;44;22;13
482;13;56;12;33;53;54
483;16;23;35;18;44;59
484;53;19;38;18;17;49
485;38;28;52;30;19;57
486;50;42;19;08;30;14
487;25;22;48;52;54;08
488;30;39;35;43;15;57
489;28;36;17;53;33;59
490;05;11;29;54;23;58
491;22;43;15;55;09;01
492;57;02;15;06;56;18
493;54;20;03;18;42;24
494;28;32;49;53;18;20
495;36;15;60;08;29;49
496;41;20;19;29;59;10
497;09;41;32;13;58;20
498;49;28;02;06;57;50
499;59;01;11;05;44;04
500;35;21;54;29;38;36
501;34;27;56;28;16;39
502;50;07;33;21;24;13
503;10;21;48;27;49;07
504;39;19;11;08;50;30
505;47;20;52;03;46;28
506;31;37;34;15;38;04
507;44;58;05;27;33;03
508;46;56;05;15;45;10
509;32;55;34;35;28;33
510;30;45;58;01;04;41
511;08;36;34;37;03;04
512;08;40;58;04;53;31
513;46;10;27;19;33;39
514;15;52;40;36;51;42
515;39;16;57;15;45;48
516;24;05;34;13;35;33
517;51;32;08;28;38;07
518;44;08;05;15;18;10
519;09;36;15;19;42;22
520;32;34;17;35;09;12
521;28;32;38;25;15;45
522;49;52;15;25;14;06
523;45;58;40;39;28;44
524;47;29;34;48;19;41
525;26;32;24;49;08;10
526;03;59;21;36;55;31
527;17;14;50;52;06;26
528;34;28;37;12;08;31
529;56;45;13;33;38;01
530;32;21;25;01;06;49
531;03;01;35;07;18;50
532;13;04;12;53;09;52
533;27;18;13;59;21;53
534;48;57;23;08;31;03
535;49;14;47;56;06;28
536;14;22;25;15;37;23
537;37;03;19;34;39;07
538;45;43;56;25;52;03
539;16;50;55;06;47;19
540;22;04;30;44;28;49
541;58;57;27;13;49;52
